accommodates,amenities,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,,price
2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Other pet(s)"",""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",29,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.53991056,114.0195659,5,0,House,,,,,,Entire home/apt,,$130.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Shampoo}",29,1,Real Bed,1,1,1,strict,2,t,f,2,t,22.51397242,113.973358,365,13,House,10,10,9,94,9,Private room,,$59.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",29,1.5,Real Bed,1,1,1,moderate,1,t,f,1,f,22.47059256,113.9743339,7,12,House,10,10,10,100,10,Private room,,$89.00
10,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",26,3.5,Real Bed,5,7,1,flexible,10,t,f,1,f,22.54350657,114.0021907,1125,0,House,,,,,,Entire home/apt,,$600.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",30,1,Real Bed,1,1,2,flexible,1,t,f,2,f,22.57193502,114.0378377,1125,0,House,,,,,,Private room,,$150.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",19,2,Real Bed,1,1,1,flexible,2,t,t,2,f,22.57343937,114.026159,1125,26,House,10,10,10,98,10,Private room,,$65.00
4,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",8,1,Real Bed,1,2,1,flexible,2,t,f,1,f,22.55303654,113.957365,1125,3,Bed & Breakfast,10,10,10,100,10,Entire home/apt,,$175.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",17,1,Real Bed,2,2,1,flexible,1,t,t,1,f,22.50825503,113.9712352,1125,47,House,10,10,10,100,10,Entire home/apt,,$150.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer}",30,1,Real Bed,1,1,2,flexible,1,t,f,2,f,22.57044318,114.0383862,30,0,House,,,,,,Private room,,$450.00
16,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,Breakfast,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,Essentials,Shampoo}",30,6,Real Bed,6,7,1,strict,1,t,f,1,f,22.50382526,114.0235949,28,0,Other,,,,,,Entire home/apt,,"$6,500.00"
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",30,2.5,Real Bed,2,2,1,strict,2,t,f,1,f,22.66476556,114.2082465,1125,0,House,,,,,,Entire home/apt,,$249.00
1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",28,1,Real Bed,1,2,1,moderate,1,t,f,1,f,22.66552491,114.2067423,14,2,Apartment,10,9,9,80,9,Shared room,,$75.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",0,1,Real Bed,1,1,1,strict,1,t,f,1,f,22.65884561,114.1983039,1125,0,House,,,,,,Private room,,$120.00
2,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",30,2,Real Bed,1,1,1,flexible,1,t,f,5,f,22.66497559,114.2040489,14,1,Bed & Breakfast,10,10,8,80,8,Private room,,$75.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",16,1,Real Bed,2,2,1,moderate,1,t,f,1,f,22.66246073,114.200998,1125,0,House,,,,,,Entire home/apt,,$300.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",30,1,Real Bed,1,1,1,moderate,2,t,f,1,f,22.65946902,114.1946719,1125,1,House,10,10,10,100,10,Private room,,$79.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",2,1,Real Bed,1,2,1,flexible,3,t,f,1,f,22.65272744,114.1971835,1125,56,Loft,10,10,10,96,9,Entire home/apt,,$109.00
3,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",18,1,Real Bed,1,1,1,strict,3,t,f,1,f,22.65352371,114.2048799,30,90,House,10,10,10,96,10,Private room,,$88.00
5,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",23,1,Real Bed,1,3,2,strict,4,t,f,2,f,22.65296115,114.2034832,1125,11,House,10,10,10,96,10,Entire home/apt,,$115.00
4,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",23,1,Real Bed,0,2,1,moderate,3,t,t,1,f,22.66248382,114.2016411,1125,8,House,10,10,10,100,9,Entire home/apt,,$144.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector""}",30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.65190528,114.2001942,1125,0,Apartment,,,,,,Entire home/apt,,$200.00
4,{},0,1,Real Bed,2,2,1,flexible,2,t,f,1,f,22.64818828,114.2013137,1125,0,Apartment,,,,,,Entire home/apt,,$150.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",29,3.5,Real Bed,4,5,1,flexible,1,t,f,1,f,22.65392175,114.1964553,1125,0,House,,,,,,Entire home/apt,,$699.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",30,2,Real Bed,3,4,1,flexible,6,t,f,1,f,22.65209889,114.1952602,1125,2,House,10,10,10,99,10,Entire home/apt,,$625.00
3,"{TV,Internet,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",9,1,Real Bed,2,3,1,strict,3,t,f,2,f,22.66232653,114.2143088,7,20,House,10,10,9,90,9,Entire home/apt,,$102.00
3,{},0,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.6541194,114.1957551,1125,0,House,,,,,,Entire home/apt,,$250.00
3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly""}",0,1,Real Bed,1,1,2,strict,1,t,f,2,f,22.66513303,114.2155215,6,8,Apartment,10,9,9,95,9,Entire home/apt,,$70.00
3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",28,1,Real Bed,1,1,1,moderate,1,t,f,1,t,22.65875431,114.2118505,1125,0,Apartment,,,,,,Entire home/apt,,$119.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",30,1,Real Bed,1,2,1,strict,1,t,f,1,f,22.66347038,114.2062711,60,1,House,10,8,8,89,8,Private room,,$300.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",0,2,Real Bed,2,2,1,strict,1,t,f,1,f,22.6528053,114.1958072,60,30,Other,10,10,10,94,9,Entire home/apt,,$199.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Heating,Essentials}",6,1,Real Bed,1,1,1,flexible,1,t,t,1,f,22.6723496,114.2072044,1125,61,Apartment,10,10,10,98,10,Entire home/apt,,$97.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",11,1,Real Bed,2,3,1,strict,2,t,t,1,t,22.66895655,114.207556,1125,46,House,10,10,10,95,9,Entire home/apt,,$125.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""Hair Dryer""}",27,1,Real Bed,1,1,4,strict,2,t,f,4,t,22.65837334,114.2114221,1125,5,Apartment,10,10,10,100,10,Entire home/apt,,$97.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers}",28,1,Real Bed,1,2,1,flexible,4,t,f,1,f,22.66674649,114.2088518,1125,5,Loft,10,10,8,92,9,Entire home/apt,,$118.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer""}",23,1,Real Bed,2,2,4,strict,2,t,f,4,t,22.65809629,114.212388,30,32,Apartment,9,9,8,88,9,Entire home/apt,,$163.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",30,3,Real Bed,4,4,1,flexible,1,t,f,1,f,22.66639112,114.2090564,7,0,House,,,,,,Entire home/apt,,$400.00
3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",0,1,Real Bed,2,2,3,flexible,1,t,f,3,f,22.66061587,114.2112841,1125,1,Apartment,10,10,10,100,10,Entire home/apt,,$125.00
5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",18,1,Real Bed,2,2,2,moderate,4,t,t,2,f,22.65859612,114.2116154,1125,50,House,10,10,9,96,10,Entire home/apt,,$169.00
10,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",29,3,Real Bed,3,4,1,strict,1,t,f,1,f,22.6645503,114.2072037,1125,1,House,10,10,8,100,10,Entire home/apt,,$650.00
6,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,1,Real Bed,2,3,1,flexible,1,t,f,1,f,22.65995029,114.2130805,1125,1,Apartment,8,10,8,100,10,Entire home/apt,,$300.00
4,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",5,1,Real Bed,1,2,1,moderate,2,t,t,1,t,22.65635784,114.1988748,31,17,House,10,10,10,98,10,Private room,,$75.00
4,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",20,1,Real Bed,1,3,1,flexible,2,t,f,1,f,22.66483348,114.2003777,5,2,House,10,10,9,100,10,Private room,,$60.00
7,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",30,2,Real Bed,3,5,1,strict,8,t,f,1,f,22.65551174,114.1988012,7,2,House,10,10,10,99,9,Entire home/apt,,$500.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",11,2,Real Bed,3,4,1,strict,1,t,f,1,f,22.65564783,114.1991369,1125,6,House,10,10,10,92,9,Entire home/apt,,$157.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",19,1,Real Bed,1,1,1,strict,2,t,f,1,t,22.65251122,114.1980928,1125,8,House,10,10,10,100,10,Entire home/apt,,$180.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",29,2.5,Real Bed,2,3,8,strict,4,t,f,26,f,22.66122438,114.2049192,1125,2,House,10,10,10,100,10,Entire home/apt,,$172.00
7,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",4,2,Real Bed,3,4,2,strict,6,t,t,2,f,22.65480966,114.2054191,1125,2,House,10,10,10,100,10,Entire home/apt,,$399.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",0,1,Real Bed,0,1,1,moderate,2,t,f,1,f,22.6667711,114.208965,1125,0,Apartment,,,,,,Entire home/apt,,$63.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",15,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.65783337,114.2025571,1125,1,Apartment,10,10,10,100,10,Entire home/apt,,$75.00
2,"{""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector""}",0,1,Real Bed,0,1,1,flexible,0,t,f,1,f,22.66808646,114.2066367,1125,14,Apartment,10,10,9,86,9,Entire home/apt,,$60.00
4,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",0,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.67020262,114.2090734,1125,4,House,10,10,10,100,10,Entire home/apt,,$95.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",8,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.66329487,114.208697,1125,16,House,10,10,10,95,10,Private room,,$60.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",13,1.5,Real Bed,2,3,1,strict,1,t,f,1,f,22.66296802,114.213213,1125,3,House,10,10,10,100,9,Entire home/apt,,$185.00
3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",0,1,Real Bed,2,2,3,flexible,1,t,f,3,f,22.65915829,114.2130522,1125,0,Apartment,,,,,,Entire home/apt,,$90.00
2,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,1,Real Bed,1,1,2,strict,0,t,t,2,f,22.65940959,114.2025194,1125,26,House,10,10,10,98,10,Private room,,$49.00
6,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,2,Real Bed,3,2,2,strict,1,t,f,2,f,22.64669418,114.200319,5,0,House,,,,,,Entire home/apt,,$600.00
2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector""}",0,1,Real Bed,0,1,2,strict,2,t,f,2,f,22.65511623,114.199025,1125,3,Apartment,10,10,10,100,10,Entire home/apt,,$100.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly""}",0,1,Real Bed,2,2,7,strict,1,t,f,339,f,22.67331956,114.2032107,180,2,House,10,10,8,90,9,Entire home/apt,,$172.00
6,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",0,1,Real Bed,1,3,1,flexible,1,t,f,1,f,22.66973352,114.2080864,1125,0,Apartment,,,,,,Entire home/apt,,$150.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Washer,Dryer}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.65832972,114.2001424,1125,0,House,,,,,,Private room,,$200.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",0,1,Real Bed,2,3,1,strict,2,t,f,1,f,22.65127587,114.201162,150,0,House,,,,,,Entire home/apt,,$190.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,Iron}",18,1,Pull-out Sofa,0,1,1,moderate,1,t,f,1,t,22.66668501,114.2122351,1125,23,Apartment,10,10,9,96,9,Entire home/apt,,$85.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",0,1,Real Bed,1,2,1,moderate,1,t,f,1,f,22.65163776,114.2016032,1125,2,Apartment,10,10,10,100,10,Entire home/apt,,$175.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,1,Real Bed,1,1,1,strict,1,t,f,2,f,22.67200878,114.2012227,1125,2,House,10,10,10,100,10,Entire home/apt,,$89.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",0,1,Real Bed,2,2,7,strict,1,t,f,339,f,22.65446182,114.205549,185,2,House,10,10,10,100,10,Entire home/apt,,$170.00
